00:10:00, 2440, 23
00:34:47, 9292, 24
00:35:08, 7528, 13
00:36:24, 3488, 27
00:38:02, 5601, 28
00:42:48, 2889, 18
01:22:01, 7837, 19
01:50:14, 3611, 22
02:06:18, 7431, 14
02:08:40, 4623, 08
02:17:46, 4495, 25
02:51:56, 6381, 26
02:58:14, 9714, 28
03:25:38, 2792, 14
03:31:18, 8434, 16
03:49:01, 3999, 23
03:59:46, 1453, 11
04:02:43, 7234, 08
04:24:09, 2470, 17
04:28:20, 4064, 06
04:37:32, 5647, 13
04:41:14, 3805, 22
05:04:36, 1488, 05
05:09:10, 3119, 25
05:19:11, 2940, 17
05:30:02, 4061, 03
05:38:57, 3666, 02
05:44:45, 2839, 19
05:48:30, 9760, 29
05:52:22, 2447, 16
05:55:14, 4348, 23
05:55:39, 2488, 04
05:59:07, 8756, 05
06:00:59, 5785, 07
06:29:33, 5069, 18
06:40:58, 2119, 29
07:06:37, 5011, 20
07:19:01, 2544, 12
07:40:23, 6907, 27
07:51:28, 8657, 22
09:04:11, 0853, 29
09:13:08, 3655, 28
09:19:26, 5958, 29
09:43:29, 0409, 00
09:52:13, 0374, 07
09:57:44, 6284, 26
10:14:35, 2413, 13
10:17:31, 4885, 10
10:32:16, 7865, 29
11:59:47, 1541, 21
12:22:30, 1209, 10
12:32:03, 6779, 28
12:58:43, 3700, 25
13:25:35, 1455, 21
13:35:52, 0470, 00
13:45:07, 2538, 26
14:19:52, 9119, 21
14:29:13, 5461, 08
14:44:54, 8362, 00
14:46:29, 7387, 02
15:10:32, 3720, 26
15:40:36, 5580, 22
15:45:26, 3194, 08
16:12:29, 7930, 05
16:23:12, 8633, 25
16:29:45, 4255, 28
16:30:42, 8703, 03
16:55:57, 9678, 14
16:59:50, 9466, 10
17:10:30, 5860, 11
17:37:54, 2530, 14
17:49:40, 3021, 02
17:56:46, 9871, 24
17:59:45, 0838, 23
18:14:22, 6959, 11
18:48:09, 6726, 00
18:51:52, 2452, 13
18:58:38, 0770, 13
19:17:01, 4928, 14
19:26:21, 8043, 10
19:48:47, 9874, 13
20:15:29, 7594, 22
20:31:40, 4810, 16
20:38:30, 3319, 10
21:00:02, 3562, 08
21:05:28, 5263, 05
21:17:46, 1352, 26
21:40:53, 8494, 23
21:58:56, 4206, 01
22:07:49, 3902, 01
22:18:40, 5711, 26
22:22:13, 1916, 11
22:34:23, 6647, 13
22:56:12, 9276, 24
23:28:01, 5259, 05
23:33:19, 6202, 20
23:33:31, 1276, 14
23:47:23, 1998, 09
23:49:00, 4270, 25
23:57:06, 8363, 12
