00:31:21, 3904, 01
00:31:56, 3383, 04
00:43:16, 0469, 25
01:03:45, 8409, 25
01:05:26, 1913, 04
01:07:31, 4015, 25
01:15:08, 6791, 22
01:31:08, 9799, 03
01:40:27, 6337, 29
02:02:16, 1271, 06
02:07:59, 6374, 00
02:18:26, 5474, 03
02:43:21, 0126, 22
03:01:04, 9158, 09
04:10:50, 6506, 27
04:20:13, 2924, 14
04:26:02, 9111, 23
04:52:23, 0657, 26
05:19:17, 5663, 10
05:23:21, 7730, 18
05:27:20, 1545, 08
05:55:01, 5582, 09
05:56:25, 2888, 24
06:01:26, 3787, 23
06:23:41, 7076, 18
06:46:53, 1167, 26
06:52:19, 2172, 02
06:55:33, 8306, 08
07:06:58, 0213, 14
07:12:15, 5348, 18
07:14:35, 4671, 23
07:53:59, 6448, 23
08:08:59, 6177, 29
08:38:01, 8508, 22
08:39:35, 3138, 05
08:51:41, 4915, 12
09:11:16, 1666, 29
09:20:21, 2371, 10
09:36:35, 6171, 21
09:40:58, 7393, 20
09:45:41, 0558, 08
09:45:41, 7464, 14
09:49:54, 4212, 17
10:04:55, 4235, 08
10:10:02, 5416, 27
10:33:40, 3768, 07
10:40:04, 7563, 01
11:21:30, 1816, 08
11:28:22, 6577, 06
11:34:16, 2688, 25
11:37:54, 1560, 19
11:59:54, 7939, 08
12:09:33, 6753, 25
12:13:04, 0056, 29
12:23:20, 7663, 29
12:28:27, 7576, 20
13:09:30, 1413, 05
13:11:02, 1505, 17
13:18:38, 2065, 13
13:22:22, 6217, 27
13:27:46, 1121, 26
13:45:09, 2203, 21
13:54:48, 0457, 06
13:58:03, 9571, 04
14:07:54, 4313, 02
14:20:07, 0150, 13
14:47:55, 1506, 01
14:55:46, 5475, 19
15:03:55, 5481, 04
15:37:57, 7931, 12
15:50:51, 6071, 16
15:53:02, 5020, 28
16:05:33, 6428, 23
16:21:51, 4941, 28
16:22:52, 1721, 16
16:26:19, 0767, 25
17:18:50, 5910, 23
17:28:09, 1468, 04
17:32:27, 3569, 27
17:47:57, 9435, 28
17:48:48, 5970, 08
18:03:50, 1484, 01
18:11:34, 1862, 24
18:25:47, 4385, 23
18:39:03, 9580, 25
18:50:55, 6586, 00
19:06:14, 1261, 12
19:08:16, 9116, 25
19:58:01, 2511, 09
20:03:05, 1025, 26
20:30:14, 8984, 28
20:33:39, 6461, 25
20:34:03, 9340, 15
20:48:21, 9718, 09
21:25:44, 5755, 02
21:35:43, 4951, 15
22:08:44, 9433, 16
22:36:53, 7725, 15
23:07:03, 3631, 08
23:08:35, 3177, 18
