00:03:16, 5128, 22
00:29:54, 0335, 24
00:53:13, 6167, 11
01:02:40, 1002, 17
01:09:12, 9712, 21
01:09:45, 8102, 19
01:24:26, 1269, 05
01:31:55, 8981, 05
01:38:36, 6694, 08
01:42:26, 5855, 25
02:08:05, 5993, 19
02:23:02, 1670, 01
02:27:34, 9533, 01
02:29:46, 2229, 18
02:34:23, 7715, 22
02:50:09, 1982, 10
02:50:46, 5923, 19
03:11:16, 0520, 16
03:11:53, 9620, 25
03:14:50, 5102, 04
03:24:10, 5295, 19
03:30:12, 5285, 04
03:58:24, 6278, 01
03:58:28, 8951, 19
04:05:20, 5039, 23
04:39:02, 8313, 13
05:54:13, 4085, 15
06:16:17, 9382, 25
06:33:35, 8325, 08
06:45:52, 3835, 20
07:05:13, 8287, 22
07:05:52, 0728, 04
07:08:56, 0754, 15
07:15:30, 8133, 13
07:18:08, 9264, 14
07:54:25, 8238, 29
08:04:19, 4365, 24
08:45:46, 8396, 13
08:58:33, 3672, 02
09:15:03, 1891, 18
09:19:16, 0626, 03
10:04:49, 0117, 12
10:28:08, 6211, 26
10:49:12, 8285, 13
11:13:11, 5931, 17
11:29:34, 6801, 10
11:40:15, 0252, 07
11:49:12, 1071, 00
12:15:16, 9022, 06
12:32:58, 1716, 09
12:37:23, 9441, 02
12:39:40, 7891, 05
13:00:10, 4193, 19
13:04:13, 0734, 14
13:22:38, 0906, 26
13:36:18, 2465, 21
13:39:18, 1370, 12
13:54:06, 7863, 27
13:59:16, 2724, 09
14:04:37, 8480, 07
14:24:15, 1092, 03
14:42:46, 3574, 10
15:11:36, 9697, 28
15:29:02, 3199, 22
16:28:04, 9932, 21
16:48:53, 2547, 11
16:56:15, 8709, 15
17:23:45, 8367, 11
17:34:17, 2654, 17
17:41:40, 4789, 13
17:47:29, 6234, 15
18:23:52, 0594, 18
18:38:47, 9928, 22
18:43:44, 6650, 29
18:54:03, 4528, 25
18:58:16, 1954, 17
19:07:11, 3768, 13
19:17:15, 5281, 28
19:32:33, 0019, 18
19:50:40, 1535, 29
19:51:16, 8657, 27
19:51:33, 7700, 08
20:14:38, 3365, 29
20:14:50, 0264, 05
20:19:00, 4981, 25
20:39:35, 4058, 01
21:45:42, 9163, 25
21:48:48, 5940, 12
21:51:22, 7117, 23
22:04:38, 7843, 19
22:24:58, 4745, 23
22:52:03, 2352, 14
22:53:02, 0449, 05
22:57:05, 4259, 22
23:01:22, 6042, 08
23:03:23, 2904, 18
23:08:38, 0006, 13
23:41:40, 5646, 11
23:53:45, 1111, 13
23:57:34, 0302, 00
