00:41:12, 4770, 29
00:49:17, 7223, 09
01:01:32, 9697, 28
01:03:14, 5952, 08
01:14:57, 1376, 02
01:19:51, 3192, 24
01:23:59, 2212, 21
01:33:57, 2138, 07
01:42:41, 0504, 11
01:46:10, 4108, 15
01:54:32, 6867, 01
02:12:10, 9611, 00
02:18:54, 4815, 16
02:47:20, 8888, 17
03:14:53, 7755, 11
03:52:52, 9689, 06
03:59:52, 1864, 24
04:10:17, 1605, 08
04:44:46, 9475, 28
04:56:45, 0775, 00
05:00:32, 5799, 06
05:03:38, 0195, 26
05:30:50, 6128, 09
05:53:21, 2937, 03
05:56:08, 3398, 13
06:04:56, 8847, 27
06:08:15, 1897, 23
06:21:13, 8775, 25
06:22:40, 0893, 21
06:27:54, 5502, 11
06:47:09, 8405, 08
06:47:29, 4498, 16
06:47:54, 2729, 04
07:21:08, 0880, 14
07:41:17, 2858, 16
07:47:07, 6570, 26
08:09:51, 9569, 19
08:26:38, 7835, 21
08:28:24, 8384, 14
08:32:25, 3777, 12
08:38:58, 4332, 04
08:44:09, 8400, 22
09:43:13, 8927, 28
09:44:55, 4719, 09
09:50:20, 6093, 13
10:03:59, 4073, 11
10:06:06, 6415, 06
10:16:25, 7245, 19
10:33:59, 7681, 23
11:44:51, 7446, 08
11:51:36, 0712, 01
11:59:14, 5076, 01
12:22:06, 6972, 07
12:33:22, 5839, 29
12:40:31, 9631, 04
12:46:22, 1358, 05
12:47:03, 8837, 08
12:51:22, 5306, 27
12:53:10, 5934, 11
12:55:32, 2827, 23
13:26:16, 2259, 23
13:30:50, 8013, 01
13:48:13, 3569, 08
14:44:08, 6080, 09
14:52:57, 7751, 15
15:00:39, 8587, 19
15:06:05, 2024, 20
15:15:53, 0866, 28
15:33:50, 6950, 01
15:39:34, 9490, 00
16:08:15, 3944, 28
16:24:16, 8012, 22
16:57:19, 6357, 21
16:59:59, 9066, 22
17:05:36, 8778, 20
17:13:08, 2544, 22
17:13:59, 2713, 12
17:17:44, 2121, 01
18:00:20, 5416, 16
18:17:42, 1873, 10
18:32:42, 9477, 03
18:35:30, 0965, 20
19:07:46, 8807, 06
19:09:05, 9946, 15
19:40:49, 7021, 04
20:04:33, 5291, 18
20:28:08, 5086, 14
20:41:50, 3775, 25
21:25:32, 6476, 29
21:48:35, 3844, 20
21:55:27, 0287, 24
22:23:21, 0620, 27
22:26:44, 9476, 00
22:37:10, 8090, 23
22:41:54, 5536, 02
23:04:20, 3815, 13
23:05:26, 5481, 24
23:34:51, 6041, 01
23:35:32, 7839, 21
23:46:58, 9608, 18
