00:18:28, 0836, 12
00:40:12, 4068, 26
00:50:17, 5988, 05
00:52:19, 3825, 08
01:10:51, 5447, 07
01:19:45, 9505, 19
02:08:29, 8498, 17
02:13:44, 4555, 15
02:44:26, 3764, 03
02:45:16, 1717, 10
03:00:36, 6115, 27
03:02:20, 9494, 15
03:02:25, 1875, 11
03:07:00, 3661, 01
03:14:53, 8232, 21
03:32:41, 1562, 19
03:32:44, 7405, 19
03:53:56, 6267, 00
04:12:53, 8758, 22
04:16:57, 0613, 24
04:24:07, 8176, 23
04:28:43, 9113, 09
04:44:24, 3912, 00
04:44:54, 2655, 18
04:57:46, 1309, 10
04:59:55, 5146, 20
05:25:02, 1342, 14
05:32:18, 8219, 08
05:35:57, 7559, 13
05:51:07, 9303, 12
05:52:08, 9890, 04
06:11:21, 6259, 22
06:16:23, 0267, 08
06:29:45, 1334, 20
06:41:37, 4950, 06
06:51:31, 5410, 16
06:52:39, 8475, 26
07:27:31, 4992, 01
07:31:30, 3910, 07
07:38:14, 4421, 06
07:47:02, 5225, 15
08:08:29, 6760, 08
08:26:21, 2238, 12
08:30:30, 0189, 05
08:56:10, 8919, 02
09:06:51, 6949, 27
09:06:55, 0486, 28
09:21:15, 3728, 08
09:21:27, 6382, 26
10:16:13, 7494, 16
11:11:22, 2762, 26
11:47:09, 9843, 26
12:02:57, 8862, 15
12:03:55, 8467, 06
12:06:03, 0322, 08
12:07:25, 2895, 10
12:15:40, 7020, 09
12:33:44, 6498, 19
12:37:23, 4383, 25
12:43:07, 7964, 08
12:45:50, 7673, 26
13:26:01, 5206, 12
13:38:08, 1582, 10
14:01:13, 2720, 00
14:25:48, 4708, 03
14:26:10, 2174, 27
14:26:39, 2783, 09
14:30:56, 1149, 17
14:30:58, 2317, 00
14:35:20, 7440, 21
14:42:46, 8576, 06
15:11:25, 7111, 21
15:23:52, 7650, 02
15:34:31, 5005, 15
15:45:09, 4446, 01
15:53:51, 7592, 02
16:02:42, 3784, 21
16:25:09, 2351, 14
16:26:47, 0343, 25
16:42:28, 3382, 10
16:56:25, 0333, 13
17:05:27, 7056, 21
17:15:10, 7643, 00
18:02:32, 0805, 23
18:29:15, 0741, 15
18:32:24, 9736, 15
18:45:12, 6017, 06
18:46:47, 9946, 02
19:17:03, 4950, 25
19:52:04, 8715, 01
19:57:16, 6450, 24
20:37:04, 8935, 05
21:25:05, 1190, 16
21:27:16, 9278, 23
21:50:40, 4069, 28
22:01:58, 2854, 09
22:14:21, 8996, 26
22:18:54, 2819, 29
22:35:23, 3666, 14
23:51:19, 4545, 03
